,0,1,2,3,4,5,6,7,8,9,10,11
0,114.4,0.4803,0.7879,0.37649999999999995,26.1,42.7,123.3,0.48450000000000004,0.8175000000000001,0.35689999999999994,26.1,47.6
1,106.8,0.4518,0.8337999999999999,0.41450000000000004,21.6,44.0,118.8,0.5043,0.8261999999999998,0.38500000000000006,24.5,47.2
2,114.6,0.47330000000000005,0.8128,0.36569999999999997,22.1,49.3,110.7,0.4619000000000001,0.7262000000000001,0.3383999999999999,25.0,47.2
3,115.0,0.4923,0.7853,0.40269999999999995,24.8,45.3,111.6,0.4497999999999999,0.7685000000000002,0.3806,23.5,42.8
4,119.4,0.4992,0.8936,0.4013,27.0,41.4,106.1,0.4495,0.6977,0.35750000000000004,24.2,43.0
5,108.6,0.4810999999999999,0.8444,0.36350000000000005,24.1,41.9,115.0,0.47569999999999996,0.8126999999999999,0.37150000000000005,24.6,42.7
6,124.1,0.491,0.7264999999999999,0.3464,24.0,49.9,117.9,0.5034,0.7962999999999999,0.4226,27.7,40.8
7,111.1,0.46980000000000005,0.8194999999999999,0.34130000000000005,25.0,44.3,123.1,0.49269999999999997,0.8154,0.4282,24.7,44.5
8,114.5,0.47729999999999995,0.8028000000000001,0.3808999999999999,26.1,43.7,126.9,0.48999999999999994,0.8167,0.35779999999999995,28.5,47.9
9,121.6,0.5072,0.884,0.4025,27.3,41.1,108.5,0.45430000000000004,0.7047,0.3685,25.5,44.1
10,107.6,0.4532999999999999,0.85,0.42560000000000003,22.2,43.2,116.4,0.4909,0.8137999999999999,0.3813000000000001,24.5,47.7
11,113.7,0.4751,0.8138,0.3761,22.3,47.9,113.4,0.47050000000000003,0.7298,0.3517,26.2,47.6
12,124.0,0.4939,0.7409,0.36629999999999996,24.5,48.6,118.8,0.5176000000000001,0.8049,0.41859999999999997,28.1,40.5
13,108.6,0.47709999999999997,0.8694000000000001,0.3671,23.9,42.4,116.2,0.47969999999999996,0.7993999999999999,0.36899999999999994,25.5,42.1
14,117.6,0.5034,0.7813,0.4135,26.5,45.3,116.6,0.4596,0.7666000000000002,0.39130000000000004,24.7,44.0
15,112.3,0.4666,0.8502999999999998,0.3450000000000001,25.0,44.2,123.6,0.49700000000000005,0.8107000000000001,0.42510000000000003,24.2,45.6
16,117.2,0.4869,0.8137000000000001,0.3928,28.5,45.0,112.1,0.46919999999999995,0.7285,0.3478,26.6,47.5
17,125.1,0.48349999999999993,0.8171999999999999,0.33940000000000003,27.0,47.3,123.0,0.5005999999999999,0.8077,0.3891,31.3,44.8
18,113.2,0.47059999999999996,0.7362,0.3505,26.9,47.4,110.3,0.4625,0.8259000000000002,0.2994,22.7,43.0
19,108.8,0.46420000000000006,0.7001000000000001,0.3612,25.2,43.5,118.6,0.49169999999999997,0.8118000000000001,0.38820000000000005,29.4,43.8
20,123.8,0.5109,0.8049999999999999,0.40700000000000003,31.9,44.7,107.2,0.4375,0.7148,0.32720000000000005,26.3,46.3
21,116.8,0.4678,0.7595000000000002,0.3955,25.3,44.5,127.3,0.48999999999999994,0.8168,0.36950000000000005,28.4,47.0
22,109.0,0.462,0.8511,0.4189,23.0,42.6,119.1,0.4694,0.7742000000000001,0.39109999999999995,25.5,43.8
23,107.3,0.4408,0.7316,0.3577,22.8,41.5,122.6,0.5031000000000001,0.8224,0.39470000000000005,30.8,43.8
24,127.4,0.49379999999999996,0.8119999999999999,0.3705,28.6,46.7,107.3,0.4406,0.6980999999999999,0.33320000000000005,26.7,45.4
25,112.2,0.46480000000000005,0.8338000000000001,0.31599999999999995,22.6,42.7,120.2,0.5035000000000001,0.8609,0.40049999999999997,26.0,40.8
26,117.6,0.48279999999999995,0.8021,0.38689999999999997,29.3,43.5,112.3,0.4614,0.7385999999999999,0.3547,26.9,49.2
27,112.6,0.4753,0.8347999999999999,0.3628,23.2,46.6,117.1,0.47040000000000004,0.7361000000000001,0.36959999999999993,26.8,43.4
28,116.9,0.495,0.8048,0.4002,26.0,45.7,102.3,0.42140000000000005,0.7508000000000001,0.3281,23.8,44.4
29,114.4,0.48229999999999995,0.7971,0.37779999999999997,25.5,44.2,101.1,0.4176,0.7459,0.32130000000000003,20.4,47.4
